client_id,first_active_timestamp,last_active_timestamp,active_duration_days,included_in_fixed_cohort_320,included_in_cohort_321,exclusion_reason
MT_212,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_213,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_214,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_215,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_216,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_217,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_218,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_219,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_220,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_221,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_222,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_223,2011-01-01 00:15:00,2012-09-23 05:30:00,631.22,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_224,2013-06-24 00:15:00,2015-01-01 00:00:00,555.99,NO,NO,Activated late during study period (2013-06-24 00:15:00)
MT_225,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_226,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_227,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_228,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_229,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_230,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_231,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_232,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_233,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_234,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_235,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_236,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_237,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_238,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_239,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_240,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_241,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_242,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_243,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_244,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_245,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_246,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_247,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_248,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_249,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_250,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_251,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_252,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_253,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_254,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_255,2012-11-08 00:15:00,2015-01-01 00:00:00,783.99,NO,NO,Activated late during study period (2012-11-08 00:15:00)
MT_256,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_257,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_258,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_259,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_260,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_261,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_262,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_263,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_264,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_265,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_266,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_267,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_268,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_269,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_270,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_271,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_272,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_273,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_274,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_275,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_276,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_277,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_278,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_279,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_280,2011-04-07 00:15:00,2015-01-01 00:00:00,1364.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_281,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_282,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_283,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_284,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_285,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_286,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_287,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_288,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_289,2013-11-29 00:15:00,2015-01-01 00:00:00,397.99,NO,NO,Activated late during study period (2013-11-29 00:15:00)
MT_290,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_291,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_292,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_293,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_294,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_295,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_296,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_297,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_298,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_299,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_300,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_301,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_302,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_303,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_304,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_305,2013-12-09 00:15:00,2015-01-01 00:00:00,387.99,NO,NO,Activated late during study period (2013-12-09 00:15:00)
MT_306,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_307,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_308,2012-08-17 00:15:00,2015-01-01 00:00:00,866.99,NO,NO,Activated late during study period (2012-08-17 00:15:00)
MT_309,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_310,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_311,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_312,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_313,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_314,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_315,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_316,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_317,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_318,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_319,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_320,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_321,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_322,2013-08-30 00:15:00,2015-01-01 00:00:00,488.99,NO,NO,Activated late during study period (2013-08-30 00:15:00)
MT_323,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_324,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_325,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_326,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_327,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_328,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_329,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_330,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_331,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_332,2012-08-22 13:15:00,2015-01-01 00:00:00,861.45,NO,NO,Activated late during study period (2012-08-22 13:15:00)
MT_333,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_334,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_335,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_336,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_337,2014-01-17 00:15:00,2015-01-01 00:00:00,348.99,NO,NO,Activated late during study period (2014-01-17 00:15:00)
MT_338,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_339,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_340,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_341,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_342,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_343,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_344,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_345,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_346,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_347,2012-01-01 00:15:00,2014-12-18 12:45:00,1082.52,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_348,2012-01-01 00:15:00,2014-12-31 23:45:00,1095.98,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_349,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_350,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_351,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_352,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_353,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_354,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_355,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_356,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_357,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_358,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_359,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_360,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_361,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_362,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_363,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_364,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_365,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_366,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_367,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_368,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_369,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_370,2013-01-01 00:15:00,2015-01-01 00:00:00,729.99,NO,NO,Activated late during study period (2013-01-01 00:15:00)
