client_id,first_nonzero_row,first_nonzero_ts,zero_count,nonzero_count,min_val,max_val,mean_val,negative_count
MT_307,0,2011-01-01 00:15:00,0,140256,5.53846153846154,1544.15384615385,781.7338,0
MT_308,57024,2012-08-17 00:15:00,57024,83232,0.0,281.498655913978,66.8387,0
MT_309,0,2011-01-01 00:15:00,0,140256,1.73354735152488,467.158908507223,222.5378,0
MT_310,0,2011-01-01 00:15:00,0,140256,5.60538116591928,1309.73094170404,601.5812,0
MT_311,0,2011-01-01 00:15:00,0,140256,1.03946102021174,246.198267564966,129.8483,0
MT_312,0,2011-01-01 00:15:00,0,140256,3.25520833333333,1046.27604166667,384.4666,0
MT_313,0,2011-01-01 00:15:00,96,140160,0.0,456.897001303781,237.9519,0
MT_314,0,2011-01-01 00:15:00,18,140238,0.0,2398.87640449438,1120.6908,0
MT_315,0,2011-01-01 00:15:00,0,140256,0.58759521218716,172.040261153428,88.7860,0
MT_316,0,2011-01-01 00:15:00,0,140256,2.22419928825623,807.989323843416,347.5504,0
MT_317,0,2011-01-01 00:15:00,0,140256,3.77643504531722,1262.44712990937,534.9990,0
MT_318,0,2011-01-01 00:15:00,0,140256,1.27811860940695,416.973415132924,174.4226,0
MT_319,0,2011-01-01 00:15:00,0,140256,0.637920850561134,184.991139988187,96.7946,0
MT_320,0,2011-01-01 00:15:00,0,140256,0.602006688963211,220.044593088071,104.6994,0
MT_321,0,2011-01-01 00:15:00,0,140256,0.954927425515661,254.652406417112,112.8984,0
MT_322,93312,2013-08-30 00:15:00,93333,46923,0.0,223.289994347089,31.9132,0
MT_323,0,2011-01-01 00:15:00,0,140256,15.2439024390244,4433.29268292683,1789.7654,0
MT_324,0,2011-01-01 00:15:00,0,140256,2.20070422535211,668.362676056338,337.0421,0
MT_325,0,2011-01-01 00:15:00,18,140238,0.0,625.272331154684,313.9650,0
MT_326,0,2011-01-01 00:15:00,0,140256,1.55860349127182,524.788029925187,253.9744,0
MT_327,0,2011-01-01 00:15:00,0,140256,3.47266881028939,1146.23794212219,568.3066,0
MT_328,0,2011-01-01 00:15:00,15,140241,0.0,2637.03703703704,1255.1987,0
MT_329,0,2011-01-01 00:15:00,0,140256,1.58823529411765,376.176470588235,212.7290,0
MT_330,0,2011-01-01 00:15:00,0,140256,0.675,243.5625,99.4091,0
MT_331,0,2011-01-01 00:15:00,58,140198,0.0,503.472222222222,221.8271,0
MT_332,57556,2012-08-22 13:15:00,57769,82487,0.0,291.036088474971,29.3089,0
MT_333,35040,2012-01-01 00:15:00,35163,105093,0.0,274.742268041237,63.7456,0
MT_334,35040,2012-01-01 00:15:00,35193,105063,0.0,232.629953679876,61.0057,0
MT_335,35040,2012-01-01 00:15:00,35148,105108,0.0,435.094920472037,54.9781,0
MT_336,35040,2012-01-01 00:15:00,35163,105093,0.0,629.92125984252,121.3463,0
MT_337,106752,2014-01-17 00:15:00,106848,33408,0.0,267.176724137931,31.3628,0
MT_338,35040,2012-01-01 00:15:00,35148,105108,0.0,904.761904761905,183.6417,0
MT_339,35040,2012-01-01 00:15:00,35052,105204,0.0,9930.08130081301,2442.7156,0
MT_340,35040,2012-01-01 00:15:00,35228,105028,0.0,424.175824175824,100.3428,0
MT_341,35040,2012-01-01 00:15:00,35153,105103,0.0,2425.69269521411,779.1879,0
MT_342,35040,2012-01-01 00:15:00,35065,105191,0.0,880.317231434751,204.0965,0
MT_343,35040,2012-01-01 00:15:00,35056,105200,0.0,656.441717791411,113.7192,0
MT_344,35040,2012-01-01 00:15:00,35078,105178,0.0,678.447276940904,130.3614,0
MT_345,35040,2012-01-01 00:15:00,35119,105137,0.0,5149.75845410628,1565.9769,0
MT_346,35040,2012-01-01 00:15:00,35180,105076,0.0,842.799188640974,215.0193,0
MT_347,35040,2012-01-01 00:15:00,107424,32832,0.0,103.092783505155,1.8449,0
MT_348,35040,2012-01-01 00:15:00,102052,38204,0.0,203.458799593082,13.0655,0
MT_349,35040,2012-01-01 00:15:00,35149,105107,0.0,589.53722334004,144.0529,0
MT_350,35040,2012-01-01 00:15:00,35077,105179,0.0,2288.55721393035,484.3081,0
MT_351,35040,2012-01-01 00:15:00,35068,105188,0.0,6768.88888888889,1230.4598,0
MT_352,35040,2012-01-01 00:15:00,35074,105182,0.0,732.933233308327,77.0969,0
MT_353,35040,2012-01-01 00:15:00,35063,105193,0.0,1056.44644002566,391.2540,0
MT_354,35040,2012-01-01 00:15:00,35082,105174,0.0,391.783567134269,90.1269,0
MT_355,35040,2012-01-01 00:15:00,35194,105062,0.0,1736.68188736682,495.2601,0
MT_356,35040,2012-01-01 00:15:00,35069,105187,0.0,585.271317829457,82.1644,0
MT_357,35040,2012-01-01 00:15:00,35101,105155,0.0,5378.78787878788,1408.8817,0
MT_358,35040,2012-01-01 00:15:00,35056,105200,0.0,2737.63955342903,605.1084,0
MT_359,35040,2012-01-01 00:15:00,35085,105171,0.0,477.207977207977,81.5318,0
MT_360,35040,2012-01-01 00:15:00,35091,105165,0.0,1468.20175438596,388.2241,0
MT_361,35040,2012-01-01 00:15:00,35057,105199,0.0,852.962169878658,218.2137,0
MT_362,35040,2012-01-01 00:15:00,35118,105138,0.0,192800.0,37607.9875,0
MT_363,35040,2012-01-01 00:15:00,35071,105185,0.0,7751.05485232068,1887.4274,0
MT_364,35040,2012-01-01 00:15:00,35099,105157,0.0,12386.3636363636,2940.0317,0
MT_365,35040,2012-01-01 00:15:00,35056,105200,0.0,335.071707953064,65.4131,0
MT_366,35040,2012-01-01 00:15:00,35124,105132,0.0,60.2691632533645,9.2697,0
MT_367,35040,2012-01-01 00:15:00,35115,105141,0.0,1138.7181738367,424.2629,0
MT_368,35040,2012-01-01 00:15:00,35056,105200,0.0,362.270450751252,94.7047,0
MT_369,35040,2012-01-01 00:15:00,35053,105203,0.0,1549.12023460411,625.2517,0
MT_370,70176,2013-01-01 00:15:00,70329,69927,0.0,30918.9189189189,8722.3551,0
